country,country_code,continent,population,indicator,daily_count,date,rate_14_day,source
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-01,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-02,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-03,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-04,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-05,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-06,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-07,0.00256882254499363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,3,2020-03-08,0.0102752901799745,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-09,0.0102752901799745,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-10,0.0077064676349809,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,3,2020-03-11,0.0154129352699618,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-12,0.0154129352699618,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-13,0.0154129352699618,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-14,0.0154129352699618,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,3,2020-03-15,0.0231194029049427,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,6,2020-03-16,0.0385323381749045,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,5,2020-03-17,0.0513764508998727,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,1,2020-03-18,0.0539452734448663,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-19,0.0539452734448663,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-20,0.0539452734448663,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,2,2020-03-21,0.0590829185348536,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-22,0.0513764508998727,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,10,2020-03-23,0.077064676349809,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,6,2020-03-24,0.0924776116197708,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,2,2020-03-25,0.0899087890747772,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,33,2020-03-26,0.174679933059567,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-03-27,0.174679933059567,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,16,2020-03-28,0.215781093779465,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,15,2020-03-29,0.246606964319389,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,8,2020-03-30,0.251744609409376,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,27,2020-03-31,0.308258705399236,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,25,2020-04-01,0.369910446479083,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,26,2020-04-02,0.436699832648918,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,43,2020-04-03,0.547159202083644,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-04-04,0.542021556993657,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,35,2020-04-05,0.631930346068434,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,29,2020-04-06,0.680737974423313,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,38,2020-04-07,0.762940295863109,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,30,2020-04-08,0.834867327122931,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,56,2020-04-09,0.893950245657784,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,61,2020-04-10,1.0506484209024,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,37,2020-04-11,1.10459369434726,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,34,2020-04-12,1.15340132270214,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,52,2020-04-13,1.26642951468186,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,58,2020-04-14,1.34606301357666,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,49,2020-04-15,1.40771475465651,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,70,2020-04-16,1.52074294663623,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,10,2020-04-17,1.43597180265144,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,51,2020-04-18,1.56698175244612,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,63,2020-04-19,1.63890878370594,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,88,2020-04-20,1.79046931386056,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,35,2020-04-21,1.78276284622558,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,61,2020-04-22,1.86239634512038,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,84,2020-04-23,1.93432337638021,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,105,2020-04-24,2.04735156835993,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,70,2020-04-25,2.13212271234472,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,112,2020-04-26,2.33249087085422,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,68,2020-04-27,2.37359203157412,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,172,2020-04-28,2.66643780170339,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,124,2020-04-29,2.85909949257791,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,122,2020-04-30,2.99267826491758,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,222,2020-05-01,3.53726864445623,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,164,2020-05-02,3.82754559204051,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,134,2020-05-03,4.00993199273506,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,235,2020-05-04,4.38754890684913,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,190,2020-05-05,4.78571640132314,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,330,2020-05-06,5.47672966592643,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,168,2020-05-07,5.69251075970589,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,171,2020-05-08,5.86205304767547,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,215,2020-05-09,6.23453231669955,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,255,2020-05-10,6.60187394063364,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,369,2020-05-11,7.37508952667672,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,285,2020-05-12,7.665366474261,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,280,2020-05-13,8.06610279128001,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,259,2020-05-14,8.41803147994414,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,113,2020-05-15,8.13802982253983,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,1063,2020-05-16,10.4474012904891,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-05-17,10.10317906946,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,262,2020-05-18,10.1725372781748,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,408,2020-05-19,10.7325405929834,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,581,2020-05-20,11.3773150517768,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,492,2020-05-21,12.2096135563547,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,531,2020-05-22,13.1343896725525,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,540,2020-05-23,13.9692569996754,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,782,2020-05-24,15.323026480887,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,584,2020-05-25,15.8753233280607,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,591,2020-05-26,16.6613830268287,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,658,2020-05-27,17.6323979488363,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,625,2020-05-28,18.572587000304,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,580,2020-05-29,19.772227128816,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,623,2020-05-30,18.6419452090188,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,866,2020-05-31,20.8665455329833,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,680,2020-06-01,21.9403133567906,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,545,2020-06-02,22.2922420454548,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,759,2020-06-03,22.7494924584636,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,758,2020-06-04,23.4327992554319,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,787,2020-06-05,24.0904178269503,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,915,2020-06-06,25.0537262813229,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,582,2020-06-07,24.5399617723242,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,791,2020-06-08,25.0717080391379,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,575,2020-06-09,25.030606878418,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,542,2020-06-10,24.7326234631987,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,684,2020-06-11,24.8841839933533,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,747,2020-06-12,25.3131773583673,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,656,2020-06-13,25.3979485023521,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,556,2020-06-14,24.601613513404,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,664,2020-06-15,24.5605123526841,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,761,2020-06-16,25.1153780224028,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,783,2020-06-17,25.1770297634826,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,564,2020-06-18,24.6786781897538,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,658,2020-06-19,24.3473000814497,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,346,2020-06-20,22.8856400533483,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,546,2020-06-21,22.7931624417285,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,409,2020-06-22,21.8118722295409,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,310,2020-06-23,21.1311342551176,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,338,2020-06-24,20.6070944559389,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,234,2020-06-25,19.4511243106918,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,460,2020-06-26,18.7138722402786,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,276,2020-06-27,17.737719673181,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,165,2020-06-28,16.7333100580885,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,351,2020-06-29,15.9292686015055,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,271,2020-06-30,14.6705455544586,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,279,2020-07-01,13.3758589917819,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,319,2020-07-02,12.7464974682584,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,186,2020-07-03,11.5340132270214,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,302,2020-07-04,11.4209850350417,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,348,2020-07-05,10.912358171133,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,279,2020-07-06,10.5784112402838,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,433,2020-07-07,10.894376413318,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,210,2020-07-08,10.5655671275588,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,59,2020-07-09,10.1160231821849,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,255,2020-07-10,9.58941456046123,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,458,2020-07-11,10.0569402636501,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,85,2020-07-12,9.85143446005058,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-07-13,8.94977774675782,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,4,2020-07-14,8.26390212724452,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,285,2020-07-15,8.27931506251448,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,254,2020-07-16,8.1123415970899,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,76,2020-07-17,7.82977111714059,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,219,2020-07-18,7.61655884590612,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,12,2020-07-19,6.75343447078826,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,174,2020-07-20,6.48370810356393,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,140,2020-07-21,5.7310430978808,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,112,2020-07-22,5.47929848847142,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,188,2020-07-23,5.8106765967756,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,13,2020-07-24,5.18902154088714,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,108,2020-07-25,4.28993365013937,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,121,2020-07-26,4.38241126175914,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,106,2020-07-27,4.65470645152846,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,105,2020-07-28,4.91415752857282,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,103,2020-07-29,4.44663182538398,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-07-30,3.7941508989556,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,71,2020-07-31,3.78130678623063,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,168,2020-08-01,3.65029683643595,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-02,3.61947096589603,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-03,3.17249584306714,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,37,2020-08-04,2.90790712093279,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,82,2020-08-05,2.83084244458298,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,67,2020-08-06,2.52001491663875,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,41,2020-08-07,2.59194194789858,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,78,2020-08-08,2.51487727154877,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,39,2020-08-09,2.30423382285929,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-10,2.03193863308996,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-11,1.76221226586563,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,215,2020-08-12,2.04992039090492,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,76,2020-08-13,2.24515090432444,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,79,2020-08-14,2.26570148468439,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,7,2020-08-15,1.85212105494041,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,120,2020-08-16,2.16037976033965,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,45,2020-08-17,2.27597677486436,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,3,2020-08-18,2.18863680833458,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-19,1.9779933596451,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,160,2020-08-20,2.21689385632951,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,97,2020-08-21,2.36074791884915,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,38,2020-08-22,2.2579950170494,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,105,2020-08-23,2.42753730501898,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,0,2020-08-24,2.42753730501898,"Epidemic intelligence, national daily data"
Afghanistan,AFG,Asia,38928341,confirmed cases,71,2020-08-25,2.60992370571353,"Epidemic intelligence, national daily data"
